Month,BOP_AV,BOP_BB,Lives,Mortality,Lapse,PWD,RiderCharges,SurrCharges,Interest,EOP_AV,Expenses,AgentComm,IMOOverride,WholesalerOverride,BonusComp,Chargebacks,HedgeGains,NetCashflow
643,13.16,23256.94,0.09826048,0.54,0.10,124.25,0.00,0.00,0.01,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-124.90
644,12.45,22287.46,0.09416186,0.51,0.10,119.07,0.00,0.00,0.01,11.78,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-119.68
645,11.78,21358.39,0.09023424,0.49,0.09,114.11,0.00,0.00,0.01,11.15,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-114.68
646,11.15,20468.06,0.08647048,0.46,0.09,109.35,0.00,0.00,0.01,10.55,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-109.90
647,10.55,19614.84,0.08286373,0.44,0.08,104.79,0.00,0.00,0.01,9.98,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-105.31
648,9.98,18797.20,0.07940745,0.41,0.08,100.43,0.06,0.00,0.01,9.39,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-100.91
649,9.39,18013.64,0.07606123,0.39,0.07,96.24,0.00,0.00,0.10,8.97,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-96.69
650,8.97,17255.11,0.07285747,0.37,0.07,92.18,0.00,0.00,0.00,8.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.62
651,8.48,16528.83,0.06978994,0.35,0.07,88.30,0.00,0.00,0.00,8.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-88.72
652,8.03,15833.42,0.06685276,0.33,0.06,84.58,0.00,0.00,0.00,7.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-84.97
653,7.59,15167.53,0.06404030,0.32,0.06,81.02,0.00,0.00,0.00,7.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.39
654,7.18,14529.90,0.06134718,0.30,0.06,77.61,0.00,0.00,0.00,6.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-77.96
655,6.79,13919.29,0.05876824,0.28,0.05,74.34,0.00,0.00,0.00,6.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-74.68
656,6.43,13334.55,0.05629857,0.27,0.05,71.22,0.00,0.00,0.00,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.53
657,6.08,12774.56,0.05393346,0.25,0.05,68.22,0.00,0.00,0.00,5.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-68.52
658,5.75,12238.26,0.05166844,0.24,0.05,65.36,0.00,0.00,0.00,5.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-65.64
659,5.44,11724.64,0.04949919,0.23,0.04,62.61,0.00,0.00,0.00,5.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-62.88
660,5.15,11232.72,0.04742163,0.21,0.04,59.98,0.03,0.00,0.00,4.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-60.23
661,4.84,10761.57,0.04543182,0.20,0.04,57.47,0.00,0.00,0.05,4.63,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-57.70
662,4.63,10310.31,0.04352602,0.19,0.04,55.05,0.00,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-55.28
663,4.38,9878.08,0.04170062,0.18,0.04,52.74,0.00,0.00,0.00,4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-52.96
664,4.14,9464.08,0.03995220,0.17,0.03,50.53,0.00,0.00,0.00,3.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-50.74
665,3.92,9067.52,0.03827749,0.16,0.03,48.41,0.00,0.00,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-48.61
666,3.71,8687.66,0.03667333,0.15,0.03,46.38,0.00,0.00,0.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.57
667,3.51,8323.80,0.03513674,0.15,0.03,44.44,0.00,0.00,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.61
668,3.32,7975.25,0.03366483,0.14,0.03,42.58,0.00,0.00,0.00,3.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.74
669,3.14,7641.36,0.03225486,0.13,0.03,40.79,0.00,0.00,0.00,2.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-40.95
670,2.97,7321.51,0.03090420,0.12,0.02,39.09,0.00,0.00,0.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-39.23
671,2.81,7015.11,0.02961033,0.12,0.02,37.45,0.00,0.00,0.00,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-37.59
672,2.66,6721.58,0.02837085,0.11,0.02,35.88,0.02,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.01
673,2.50,6440.38,0.02718346,0.10,0.02,34.38,0.00,0.00,0.03,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.50
674,2.39,6170.98,0.02604594,0.10,0.02,32.94,0.00,0.00,0.00,2.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.06
675,2.26,5912.90,0.02495618,0.09,0.02,31.56,0.00,0.00,0.00,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-31.68
676,2.14,5665.64,0.02391216,0.09,0.02,30.24,0.00,0.00,0.00,2.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-30.35
677,2.02,5428.76,0.02291196,0.08,0.02,28.98,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-29.08
678,1.91,5201.81,0.02195372,0.08,0.02,27.77,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-27.86
679,1.81,4984.38,0.02103568,0.07,0.01,26.61,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-26.69
680,1.71,4776.07,0.02015614,0.07,0.01,25.49,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-25.58
681,1.62,4576.48,0.01931347,0.07,0.01,24.43,0.00,0.00,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.51
682,1.53,4385.25,0.01850613,0.06,0.01,23.41,0.00,0.00,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.48
683,1.45,4202.04,0.01773261,0.06,0.01,22.43,0.00,0.00,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.50
684,1.37,4026.50,0.01699151,0.06,0.01,21.49,0.01,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.56
685,1.29,3858.31,0.01628145,0.05,0.01,20.59,0.00,0.00,0.01,1.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.66
686,1.23,3697.16,0.01560114,0.05,0.01,19.73,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.79
687,1.16,3542.75,0.01494929,0.05,0.01,18.91,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.97
688,1.10,3394.81,0.01432474,0.05,0.01,18.12,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-18.17
689,1.04,3253.05,0.01372633,0.04,0.01,17.36,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-17.41
690,0.99,3117.23,0.01315297,0.04,0.01,16.64,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-16.69
691,0.93,2987.08,0.01260360,0.04,0.01,15.94,0.00,0.00,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.99
692,0.88,2862.38,0.01207722,0.04,0.01,15.28,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.32
693,0.83,2742.90,0.01157285,0.03,0.01,14.64,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.68
694,0.79,2628.41,0.01108958,0.03,0.01,14.03,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.07
695,0.75,2518.70,0.01062653,0.03,0.01,13.44,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.48
696,0.71,2413.58,0.01018283,0.03,0.01,12.88,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.92
697,0.66,2312.86,0.00975769,0.03,0.01,12.34,0.00,0.00,0.01,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-12.38
698,0.63,2216.34,0.00935033,0.03,0.01,11.83,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.86
699,0.60,2123.86,0.00895998,0.02,0.01,11.33,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-11.36
700,0.57,2035.24,0.00858595,0.02,0.00,10.86,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.89
701,0.54,1950.32,0.00822756,0.02,0.00,10.41,0.00,0.00,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.43
702,0.51,1868.94,0.00788414,0.02,0.00,9.97,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00
703,0.48,1790.97,0.00755507,0.02,0.00,9.56,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.58
704,0.45,1716.26,0.00723975,0.02,0.00,9.16,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.18
705,0.43,1644.66,0.00693761,0.02,0.00,8.78,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.80
706,0.41,1576.05,0.00664808,0.02,0.00,8.41,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.43
707,0.38,1510.31,0.00637065,0.02,0.00,8.06,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8.08
708,0.36,1447.31,0.00610481,0.01,0.00,7.72,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.74
709,0.34,1386.94,0.00581317,0.02,0.00,7.40,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.42
710,0.33,1320.37,0.00553679,0.01,0.00,7.04,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.06
711,0.31,1257.31,0.00527476,0.01,0.00,6.71,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.72
712,0.29,1197.54,0.00502625,0.01,0.00,6.39,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.40
713,0.27,1140.88,0.00479048,0.01,0.00,6.08,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.10
714,0.26,1087.14,0.00456674,0.01,0.00,5.79,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.81
715,0.24,1036.16,0.00435432,0.01,0.00,5.52,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.53
716,0.23,987.78,0.00415259,0.01,0.00,5.26,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.27
717,0.21,941.84,0.00396095,0.01,0.00,5.02,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5.03
718,0.20,898.22,0.00377885,0.01,0.00,4.78,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.79
719,0.19,856.78,0.00360576,0.01,0.00,4.56,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.57
720,0.18,817.40,0.00344117,0.01,0.00,4.35,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.36
721,0.17,779.96,0.00328464,0.01,0.00,4.15,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.16
722,0.16,744.37,0.00313572,0.01,0.00,3.96,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.97
723,0.15,710.52,0.00299401,0.01,0.00,3.78,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.79
724,0.14,678.31,0.00285912,0.01,0.00,3.61,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.61
725,0.14,647.67,0.00273069,0.01,0.00,3.44,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.45
726,0.13,618.50,0.00260838,0.01,0.00,3.29,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.29
727,0.12,590.72,0.00249188,0.01,0.00,3.14,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.15
728,0.11,564.27,0.00238089,0.00,0.00,3.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00
729,0.11,539.08,0.00227511,0.00,0.00,2.86,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.87
730,0.10,515.07,0.00217429,0.00,0.00,2.74,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.74
731,0.10,492.19,0.00207816,0.00,0.00,2.61,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.62
732,0.09,470.39,0.00198650,0.00,0.00,2.50,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.50
733,0.08,449.60,0.00189909,0.00,0.00,2.39,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.39
734,0.08,429.77,0.00181569,0.00,0.00,2.28,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.29
735,0.08,410.87,0.00173613,0.00,0.00,2.18,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.19
736,0.07,392.83,0.00166021,0.00,0.00,2.09,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.09
737,0.07,375.62,0.00158774,0.00,0.00,1.99,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.00
738,0.06,359.20,0.00151857,0.00,0.00,1.91,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.91
739,0.06,343.52,0.00145253,0.00,0.00,1.82,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.83
740,0.06,328.56,0.00138947,0.00,0.00,1.74,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.75
741,0.05,314.28,0.00132925,0.00,0.00,1.67,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.67
742,0.05,300.64,0.00127173,0.00,0.00,1.59,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.60
743,0.05,287.61,0.00121678,0.00,0.00,1.53,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.53
744,0.05,275.17,0.00116429,0.00,0.00,1.46,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46
745,0.04,263.28,0.00111413,0.00,0.00,1.40,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.40
746,0.04,251.93,0.00106619,0.00,0.00,1.34,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.34
747,0.04,241.08,0.00102038,0.00,0.00,1.28,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.28
748,0.04,230.71,0.00097659,0.00,0.00,1.22,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.23
749,0.03,220.80,0.00093473,0.00,0.00,1.17,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.17
750,0.03,211.33,0.00089472,0.00,0.00,1.12,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.12
751,0.03,202.27,0.00085645,0.00,0.00,1.07,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.07
752,0.03,193.61,0.00081987,0.00,0.00,1.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.03
753,0.03,185.34,0.00078488,0.00,0.00,0.98,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.98
754,0.03,177.42,0.00075142,0.00,0.00,0.94,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.94
755,0.02,169.85,0.00071941,0.00,0.00,0.90,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90
756,0.02,162.61,0.00068880,0.00,0.00,0.86,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.86
757,0.02,155.69,0.00065951,0.00,0.00,0.83,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.83
758,0.02,149.07,0.00063149,0.00,0.00,0.79,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.79
759,0.02,142.73,0.00060469,0.00,0.00,0.76,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.76
760,0.02,136.67,0.00057904,0.00,0.00,0.72,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.73
761,0.02,130.87,0.00055449,0.00,0.00,0.69,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69
762,0.02,125.32,0.00053101,0.00,0.00,0.66,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66
763,0.02,120.01,0.00050853,0.00,0.00,0.64,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.64
764,0.01,114.93,0.00048702,0.00,0.00,0.61,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.61
765,0.01,110.06,0.00046643,0.00,0.00,0.58,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58
766,0.01,105.41,0.00044673,0.00,0.00,0.56,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.56
767,0.01,100.96,0.00042787,0.00,0.00,0.53,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54
768,0.01,96.69,0.00040981,0.00,0.00,0.51,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.51
